Identifier Recorder initialized, 2018-04-03#06.43.38PM
        
        
    original_test50.xml    SCRUBBING FILE:
    REGEX:DATE21    ">1/21</
    REGEX:DATE21    ">3/31</
    REGEX:DATE21    ">6/19</
    REGEX:DATE21    ">7/23</
    REGEX:DATE21    ">7/24</
    REGEX:DATE21    ">7/24</
    REGEX:DATE21    ">3/30</
    REGEX:DATE21    ">3/23</
    REGEX:DATE21    ">3/30</
    REGEX:DATE21    ">9/14</
    REGEX:DATE21    ">9/14</
    REGEX:DATE21    ">7/18</
    REGEX:DATE21    ">9/20</
    REGEX:DATE21    ">1/16</
    REGEX:DATE21    ">3/13</
    REGEX:DATE21    ">7/30</
    REGEX:DATE21    ">8/18</
    REGEX:DATE21    ">1/31</
    REGEX:DATE21    ">9/13</
    REGEX:DATE21    ">5/18</
    REGEX:DATE21    ">2/19</
    REGEX:DATE21    ">1/11</
    REGEX:DATE21    ">1/14</
    REGEX:DATE21    ">7/15</
    REGEX:DATE21    ">7/15</
    REGEX:DATE21    ">7/16</
    REGEX:DATE21    ">7/27</
    REGEX:DATE21    ">3/23</
    REGEX:DATE21    ">3/23</
    REGEX:DATE21    ">3/28</
    REGEX:DATE21    ">3/24</
    REGEX:DATE21    ">9/24</
    REGEX:DATE21    ">4/27</
    REGEX:DATE21    ">4/27</
    REGEX:DATE21    ">4/25</
    REGEX:DATE21    ">8/25</
    REGEX:DATE21    ">5/14</
    REGEX:DATE21    ">4/15</
    REGEX:DATE21    ">4/14</
    REGEX:DATE21    ">1/25</
    REGEX:DATE21    ">8/20</
    REGEX:DATE21    ">9/23</
    REGEX:DATE21    ">9/23</
    REGEX:DATE21    ">7/31</
    REGEX:DATE21    ">6/21</
    REGEX:DATE21    ">8/31</
    REGEX:DATE22    ">10/3</
    REGEX:DATE22    2/6
    REGEX:DATE22    4/5
    REGEX:DATE22    2/6
    REGEX:DATE22    ">4/4</
    REGEX:DATE22    ">9/8</
    REGEX:DATE22    ">9/9</
    REGEX:DATE22    2/5
    REGEX:DATE22    4/5
    REGEX:DATE22    ">3/3</
    REGEX:DATE22    ">10/8</
    REGEX:DATE22    ">4/4</
    REGEX:DATE22    33/1.
    REGEX:DATE22    1/2
    REGEX:DATE22    32/10
    REGEX:DATE22    ">4/4</
    REGEX:DATE22    5/5
    REGEX:DATE22    ">11/2</
    REGEX:DATE22    ">3/7</
    REGEX:DATE22    ">3/7</
    REGEX:DATE22    ">3/2</
    REGEX:DATE22    ">3/5</
    REGEX:DATE22    1/2
    REGEX:DATE22    4/5
    REGEX:DATE22    ">11/8</
    REGEX:DATE22    ">11/8</
    REGEX:DATE22    ">5/4</
    REGEX:DATE22    ">1/2</
    REGEX:DATE22    ">1/6</
    REGEX:DATE22    ">1/6</
    REGEX:DATE22    2/6
    REGEX:DATE22    ">4/1</
    REGEX:DATE22    ">1/3</
    REGEX:DATE22    ">1/5</
    REGEX:DATE22    ">11/2</
    REGEX:DATE22    9/4
    REGEX:DATE22    24/7
    REGEX:DATE22    24/12
    REGEX:DATE22    12/9
    REGEX:DATE22    ">11/4</
    REGEX:DATE22    ">11/6</
    REGEX:DATE22    ">6/5</
    REGEX:DATE22    2/6
    REGEX:DATE22    ">7/3</
    REGEX:DATE22    ">7/5</
    REGEX:DATE22    ">11/8</
    REGEX:DATE22    ">11/6</
    REGEX:DATE22    ">1/9</
    REGEX:DATE22    ">12/3</
    REGEX:DATE22    ">12/3</
    REGEX:DATE22    ">1/8</
    REGEX:DATE22    ">12/7</
    REGEX:DATE22    ">9/2</
    REGEX:DATE22    33/2.
    REGEX:DATE22    ">10/2</
    REGEX:DATE22    ">7/3</
    REGEX:DATE22    ">12/3</
    REGEX:DATE22    ">7/2</
    REGEX:DATE22    ">7/8</
    REGEX:DATE22    ">12/4</
    REGEX:DATE22    ">12/4</
    REGEX:DATE22    ">4/6</
    REGEX:DATE22    ">7/9</
    REGEX:DATE22    ">7/8</
    REGEX:DATE22    ">6/5</
    REGEX:DATE22    ">5/8</
    REGEX:DATE22    ">2/8</
    REGEX:DATE22    ">2/8</
    REGEX:DATE22    2/6
    REGEX:DATE22    ">6/2</
    REGEX:DATE22    5/5
    REGEX:DATE22    ">2/6</
    REGEX:DATE22    ">11/9</
    REGEX:DATE22    ">10/9</
    REGEX:DATE22    ">10/9</
    REGEX:DATE22    ">9/5</
    REGEX:DATE22    ">3/1</
    REGEX:DATE22    ">9/2</
    REGEX:DATE22    1/6
    REGEX:DATE22    ">10/2</
    REGEX:DATE22    ">10/4</
    REGEX:DATE22    52/10
    REGEX:DATE22    ">12/9</
    REGEX:DATE22    ">12/9</
    REGEX:DATE22    ">4/2</
    REGEX:DATE22    ">4/3</
    REGEX:DATE22    ">4/4</
    REGEX:DATE22    ">4/5</
    REGEX:DATE22    ">4/3</
    REGEX:DATE22    ">4/5</
    REGEX:DATE22    1/2
    REGEX:DATE22    ">5/2</
    REGEX:DATE22    1/3
    REGEX:DATE22    ">2/3</
    REGEX:DATE22    ">10/6</
    REGEX:DATE22    ">10/4</
    REGEX:DATE22    ">5/1</
    REGEX:DATE22    ">7/3</
    REGEX:DATE22    ">7/4</
    REGEX:WRITTEN_AGE_10_100_DIV10     twenty years 
    REGEX:WRITTEN_AGE_10_100_DIV10     ten days 
    REGEX:WRITTEN_AGE_10_100_DIV10     ten day 
    REGEX:WRITTEN_AGE_10_100_DIV10     ten days 
    REGEX:WRITTEN_AGE_20_TO_99     seventy seven year old 
    REGEX:WRITTEN_AGE_1_TO_19     five day 
    REGEX:WRITTEN_AGE_1_TO_19     three weeks 
    REGEX:WRITTEN_AGE_1_TO_19     seven days 
    REGEX:WRITTEN_AGE_1_TO_19     three days 
    REGEX:WRITTEN_AGE_1_TO_19     six weeks 
    REGEX:WRITTEN_AGE_1_TO_19     nine years 
    REGEX:WRITTEN_AGE_1_TO_19     three years 
    REGEX:WRITTEN_AGE_1_TO_19     two weeks 
    REGEX:WRITTEN_AGE_1_TO_19     one-year 
    REGEX:WRITTEN_AGE_1_TO_19     six years 
    REGEX:WRITTEN_AGE_1_TO_19     six month 
    REGEX:WRITTEN_AGE_1_TO_19     one month 
    REGEX:WRITTEN_AGE_1_TO_19     three days 
    REGEX:WRITTEN_AGE_1_TO_19     two months 
    REGEX:WRITTEN_AGE_1_TO_19     two weeks 
    REGEX:WRITTEN_AGE_1_TO_19     three weeks 
    REGEX:WRITTEN_AGE_1_TO_19     three months 
    REGEX:WRITTEN_AGE_1_TO_19     eight years 
    REGEX:WRITTEN_AGE_1_TO_19     two years 
    REGEX:WRITTEN_AGE_1_TO_19     two days 
    REGEX:WRITTEN_AGE_1_TO_19     one day 
    REGEX:WRITTEN_AGE_1_TO_19     one week 
    REGEX:WRITTEN_AGE_1_TO_19     three days 
    REGEX:WRITTEN_AGE_1_TO_19     five days 
    REGEX:WRITTEN_AGE_1_TO_19     six weeks 
    REGEX:WRITTEN_AGE_1_TO_19     two weeks 
    REGEX:WRITTEN_AGE_1_TO_19     two days 
    REGEX:WRITTEN_AGE_1_TO_19     two week 
    REGEX:WRITTEN_AGE_1_TO_19     three days 
    REGEX:WRITTEN_AGE_1_TO_19     two days 
    REGEX:WRITTEN_AGE_1_TO_19     one year 
    REGEX:WRITTEN_AGE_1_TO_19     six weeks 
    REGEX:WRITTEN_AGE_1_TO_19     two months 
    REGEX:WRITTEN_AGE_1_TO_19     one week 
    REGEX:WRITTEN_AGE_1_TO_19     one week 
    REGEX:WRITTEN_AGE_1_TO_19     four weeks 
    REGEX:WRITTEN_AGE_1_TO_19     fourteen days 
    REGEX:WRITTEN_AGE_1_TO_19     seven day 
    REGEX:WRITTEN_AGE_1_TO_19     two days 
    REGEX:WRITTEN_AGE_1_TO_19     two years 
    REGEX:WRITTEN_AGE_1_TO_19     two weeks 
    REGEX:WRITTEN_AGE_1_TO_19     two weeks 
    REGEX:WRITTEN_AGE_1_TO_19     five day 
    REGEX:WRITTEN_AGE_1_TO_19     three day 
    REGEX:WRITTEN_AGE_1_TO_19     three days 
    REGEX:WRITTEN_AGE_1_TO_19     one week 
    REGEX:WRITTEN_AGE_1_TO_19     two weeks 
    REGEX:WRITTEN_AGE_1_TO_19     two days 
    REGEX:WRITTEN_AGE_1_TO_19     three weeks 
    REGEX:WRITTEN_AGE_1_TO_19     six weeks 
    REGEX:WRITTEN_AGE_1_TO_19     two days 
    REGEX:WRITTEN_AGE_1_TO_19     six weeks 
    REGEX:WRITTEN_AGE_1_TO_19     three years 
    REGEX:WRITTEN_AGE_1_TO_19     six weeks 
    REGEX:WRITTEN_AGE_1_TO_19     six months 
    REGEX:WRITTEN_AGE_1_TO_19     one month 
    REGEX:WRITTEN_AGE_1_TO_19     five days 
    REGEX:WRITTEN_AGE_1_TO_19     one weeks 
    REGEX:WRITTEN_AGE_1_TO_19     one week 
    REGEX:WRITTEN_AGE_1_TO_19     five days 
    REGEX:WRITTEN_AGE_1_TO_19     one year 
    REGEX:WRITTEN_AGE_1_TO_19     two days 
    REGEX:WRITTEN_AGE_1_TO_19     two weeks 
    REGEX:WRITTEN_AGE_1_TO_19     two days 
    REGEX:WRITTEN_AGE_1_TO_19     two years 
    REGEX:WRITTEN_AGE_1_TO_19     six weeks 
    REGEX:WRITTEN_AGE_1_TO_19     two days 
    REGEX:WRITTEN_AGE_1_TO_19     one month 
    REGEX:WRITTEN_AGE_1_TO_19     two weeks 
    REGEX:AGE    :00 M

    REGEX:AGE    -5-W 
    REGEX:AGE4    age 12
    REGEX:AGE4    age 18
    REGEX:AGE5    66-year-old 
    REGEX:AGE5    60-year-old male
    REGEX:AGE5    80-year-old 
    REGEX:AGE5    68 year old 
    REGEX:AGE5    58 year old 
    REGEX:AGE5    70 year old 
    REGEX:AGE5    63 year old 
    REGEX:AGE5    76 year old man
    REGEX:AGE5    58 year old female
    REGEX:AGE5    50-year-old 
    REGEX:AGE5    77-year-old woman
    REGEX:AGE5    79 year old female
    REGEX:AGE5    80 year old female
    REGEX:AGE5    70-year-old woman
    REGEX:AGE5    57-year-old female
    REGEX:AGE5    64-year-old 
    REGEX:AGE5    77 year old female
    REGEX:AGE5    65-year-old male
    REGEX:AGE5    47 years old 
    REGEX:AGE5    83-year-old woman
    REGEX:AGE5    55 year old woman
    REGEX:AGE5    70 year old 
    REGEX:AGE5    70-year-old female
    REGEX:AGE5    75 year old female
    REGEX:AGE5    83-year-old female
    REGEX:AGE5    83-year-old female
    REGEX:AGE5    60 year old female
    REGEX:AGE5    46 year old 
    REGEX:AGE5    39 year old 
    REGEX:AGE5    82 year old woman
    REGEX:AGE5    69-year-old male
    REGEX:AGE5    72-year-old male
    REGEX:AGE5    67 year old woman
    REGEX:AGE5    60 year old 
    REGEX:AGE5    60-year-old woman
    REGEX:AGE5    63-year-old 
    REGEX:AGE5    60 year-old 
    REGEX:AGE5    82-year-old male
    REGEX:AGE5    76-year-old male
    REGEX:AGE5    70 year old 
    REGEX:AGE5    50 year old 
    REGEX:AGE5    78-year-old female
    REGEX:AGE5    59-year-old 
    REGEX:AGE5    71-year-old 
    REGEX:AGE5    75 year old woman
    REGEX:AGE5    72-year-old 
    REGEX:AGE5    25 year old 
    REGEX:AGE5    59-year-old 
    REGEX:AGE5    88-year-old woman
    REGEX:AGE5    58 year old 
    REGEX:AGE5    58 year old 
    REGEX:AGE5    5 year old male
    REGEX:AGE5    28 year old 
    REGEX:AGE5    49 year old 
    REGEX:AGE5    79-year-old 
    REGEX:AGE5    61-year-old 
    REGEX:AGE5    81-year-old 
    REGEX:AGE5    65-year-old man
    REGEX:AGE5    65-year-old man
    REGEX:AGE5    47 year old 
    REGEX:AGE5    63 year old 
    REGEX:AGE5    57 years old 
    REGEX:AGE5    71 year old <
    REGEX:AGE5    40 year old male
    REGEX:AGE5    81-year-old 
    REGEX:AGE5    74-year-old 
    REGEX:AGE5    48-year-old female
    REGEX:AGE5    87 year old 
    REGEX:AGE5    55-year-old man
    REGEX:AGE5    74 year old 
    REGEX:AGE5    38 year old male
    REGEX:AGE5    76-year-old woman
    REGEX:AGE5    68-year-old 
    REGEX:AGE5    67 year old 
    REGEX:AGE5    28 year old <
    REGEX:AGE5    50 year old man
    REGEX:AGE6     3 days
    REGEX:AGE6     30 years
    REGEX:AGE6     15 years
    REGEX:AGE6     15 years
    REGEX:AGE6     2 weeks
    REGEX:AGE6     5 days
    REGEX:AGE6     14 days
    REGEX:AGE6     2 months
    REGEX:AGE6     45 years
    REGEX:AGE6     5 days
    REGEX:AGE6     1 day
    REGEX:AGE6     4 weeks
    REGEX:AGE6     3 weeks
    REGEX:AGE6    :
1 year
    REGEX:AGE6     76-year-
    REGEX:AGE6     10 years
    REGEX:AGE6     10 years
    REGEX:AGE6     65-year-
    REGEX:AGE6     7 days
    REGEX:AGE6    -2 weeks
    REGEX:AGE6     10 day
    REGEX:AGE6     40 years
    REGEX:AGE6     25 years
    REGEX:AGE6     6 months
    REGEX:AGE6     27 years
    REGEX:AGE6     2 weeks
    REGEX:AGE6    -6 months
    REGEX:AGE6     15 years
    REGEX:AGE6     3 days
    REGEX:AGE6     11 months
    REGEX:AGE6     18 days
    REGEX:AGE6     18 months
    REGEX:AGE6     10 day
    REGEX:AGE6     9 years
    REGEX:AGE6     7 days
    REGEX:AGE6     28 day
    REGEX:AGE6     14 day
    REGEX:AGE6     3 Days
    REGEX:AGE6     3 weeks
    REGEX:AGE6     1 week
    REGEX:AGE6     10 years
    REGEX:AGE6     10 days
    REGEX:AGE6    -5 days
    REGEX:AGE6     3 days
    REGEX:AGE6     3 days
    REGEX:AGE6     20 days
    REGEX:AGE6     30 days
    REGEX:AGE6     1 week
    REGEX:AGE6     44 years
    REGEX:AGE6     8 days
    REGEX:AGE6     4 days
    REGEX:AGE6     2 week
    REGEX:AGE6     1 day
    REGEX:AGE6     15 years
    REGEX:AGE6    -3 months
    REGEX:AGE6     30 years
    REGEX:AGE6    -5 months
    REGEX:AGE7    age fifty , the
    REGEX:AGE8    57 yo
    REGEX:AGE8    87 yo
    REGEX:AGE8    77 yo
    REGEX:SSN    ">123547445</
    REGEX:SSN    ">026738007</
    REGEX:SSN    ">721206493</
    REGEX:SSN    ">220792313</
    REGEX:SSN    ">073729749</
    REGEX:SSN    ">667269143</
    REGEX:SSN    ">722228618</
    REGEX:SSN    ">289724916</
    REGEX:SSN    ">551969782</
    REGEX:SSN    ">244815666</
    REGEX:SSN    ">498710998</
    REGEX:SSN    ">220536305</
    REGEX:SSN    ">035975288</
    REGEX:SSN    ">757085252</
    REGEX:SSN    ">715578964</
    REGEX:SSN    ">164312247</
    REGEX:SSN    ">262182942</
    REGEX:SSN    ">374064578</
    REGEX:SSN    ">578368205</
    REGEX:SSN    ">539780773</
    REGEX:SSN    ">013725183</
    REGEX:SSN    ">763428002</
    REGEX:SSN    ">154187451</
    REGEX:SSN    ">316810105</
    REGEX:SSN    ">113718360</
    REGEX:SSN    ">564222370</
    REGEX:SSN    ">622086964</
    REGEX:SSN    ">655488444</
    REGEX:SSN    ">418520250</
    REGEX:SSN    ">488202469</
    REGEX:SSN    ">335422736</
    REGEX:SSN    ">006544894</
    REGEX:SSN    ">421179499</
    REGEX:SSN    ">596437842</
    REGEX:SSN    ">320422564</
    REGEX:SSN    ">048526074</
    REGEX:SSN    ">602064980</
    REGEX:SSN    ">019024771</
    REGEX:SSN    ">614746156</
    REGEX:SSN    ">180414134</
    REGEX:SSN    ">544677599</
    REGEX:SSN    ">071051340</
    REGEX:SSN    ">337483886</
    REGEX:SSN    ">125721767</
    REGEX:SSN    ">301599100</
    REGEX:SSN    ">688439328</
    REGEX:SSN    ">040076444</
    REGEX:SSN    ">736743101</
    REGEX:SSN    ">301443520</
    REGEX:SSN    ">417244133</
    REGEX:SSN    ">274237993</
    REGEX:SSN    ">599923748</
    REGEX:SSN    ">669952543</
    REGEX:SSN    ">377932938</
    REGEX:SSN    ">262473207</
    REGEX:SSN    ">269463740</
    REGEX:SSN    ">025897906</
    REGEX:SSN    ">478865872</
    REGEX:SSN    ">366812021</
    REGEX:SSN    ">203669293</
    REGEX:SSN    ">664280897</
    REGEX:SSN    ">382851192</
    REGEX:SSN    ">237916498</
    REGEX:SSN    ">348301810</
    REGEX:SSN    ">186937457</
    REGEX:SSN    ">625739584</
    REGEX:SSN    ">494826897</
    REGEX:SSN    ">355169172</
    REGEX:SSN    ">349557229</
    REGEX:SSN    ">638701643</
    REGEX:SSN    ">561945916</
    REGEX:SSN    ">163688755</
    REGEX:SSN    ">129714460</
    REGEX:TITLES    JR</
    REGEX:TITLES    JR</
    REGEX:TITLES    SR
    REGEX:TITLES    JR</
    REGEX:TITLES    SR
    REGEX:ACCESSION_KP    154-58
    REGEX:ACCESSION_KP    292-03
    REGEX:SUSPICIOUS_NUM    ">977146916</
    REGEX:SUSPICIOUS_NUM    ">22832</
    REGEX:SUSPICIOUS_NUM    ">085995</
    REGEX:SUSPICIOUS_NUM    ">946468228</
    REGEX:SUSPICIOUS_NUM    ">250503</
    REGEX:SUSPICIOUS_NUM    ">995720</
    REGEX:SUSPICIOUS_NUM    ">72108223</
    REGEX:SUSPICIOUS_NUM    ">205025</
    REGEX:SUSPICIOUS_NUM    ">00614780</
    REGEX:SUSPICIOUS_NUM    ">86164445</
    REGEX:SUSPICIOUS_NUM    ">86837/
    REGEX:SUSPICIOUS_NUM    ">56075/
    REGEX:SUSPICIOUS_NUM    ">28531/
    REGEX:SUSPICIOUS_NUM    ">05215/
    REGEX:SUSPICIOUS_NUM    ">14172445</
    REGEX:SUSPICIOUS_NUM    ">94624418</
    REGEX:SUSPICIOUS_NUM    ">75036391</
    REGEX:SUSPICIOUS_NUM    ">42936272</
    REGEX:SUSPICIOUS_NUM    ">18705/
    REGEX:SUSPICIOUS_NUM    ">23293/
    REGEX:SUSPICIOUS_NUM    ">74405/
    REGEX:SUSPICIOUS_NUM    ">825330116</
    REGEX:SUSPICIOUS_NUM    ">10615/
    REGEX:SUSPICIOUS_NUM    ">47624330</
    REGEX:SUSPICIOUS_NUM    ">67043</
    REGEX:SUSPICIOUS_NUM    ">923091</
    REGEX:SUSPICIOUS_NUM    ">78369</
    REGEX:SUSPICIOUS_NUM    ">872885145</
    REGEX:SUSPICIOUS_NUM    ">417454</
    REGEX:SUSPICIOUS_NUM    62106</
    REGEX:SUSPICIOUS_NUM    ">067266</
    REGEX:SUSPICIOUS_NUM    ">30326277</
    REGEX:SUSPICIOUS_NUM    ">026215</
    REGEX:SUSPICIOUS_NUM    ">237558</
    REGEX:SUSPICIOUS_NUM    ">73101</
    REGEX:SUSPICIOUS_NUM    ">40906</
    REGEX:SUSPICIOUS_NUM    ">61562872</
    REGEX:SUSPICIOUS_NUM    59762</
    REGEX:SUSPICIOUS_NUM    ">07201936</
    REGEX:SUSPICIOUS_NUM    ">23731718</
    REGEX:SUSPICIOUS_NUM    ">71920299</
    REGEX:SUSPICIOUS_NUM    62156</
    REGEX:SUSPICIOUS_NUM    62848</
    REGEX:SUSPICIOUS_NUM    ">23238893</
    REGEX:SUSPICIOUS_NUM    ">770923</
    REGEX:SUSPICIOUS_NUM    ">87686746</
    REGEX:SUSPICIOUS_NUM    ">107011</
    REGEX:SUSPICIOUS_NUM    ">887427</
    REGEX:SUSPICIOUS_NUM    ">63056604</
    REGEX:SUSPICIOUS_NUM    ">547591</
    REGEX:SUSPICIOUS_NUM    ">09300549</
    REGEX:SUSPICIOUS_NUM    ">340424</
    REGEX:SUSPICIOUS_NUM    ">56777</
    REGEX:SUSPICIOUS_NUM    ">197796</
    REGEX:SUSPICIOUS_NUM    ">538354</
    REGEX:SUSPICIOUS_NUM    ">290757</
    REGEX:SUSPICIOUS_NUM    ">20144/
    REGEX:SUSPICIOUS_NUM    ">339700</
    REGEX:SUSPICIOUS_NUM    ">25509903</
    REGEX:SUSPICIOUS_NUM    ">860320</
    REGEX:SUSPICIOUS_NUM    ">25377366</
    REGEX:SUSPICIOUS_NUM    ">00449</
    REGEX:SUSPICIOUS_NUM    ">513332</
    REGEX:SUSPICIOUS_NUM    ">39627</
    REGEX:SUSPICIOUS_NUM    ">936967</
    REGEX:SUSPICIOUS_NUM    ">75066875</
    REGEX:SUSPICIOUS_NUM    ">828710</
    REGEX:SUSPICIOUS_NUM    ">14540</
    REGEX:SUSPICIOUS_NUM    ">187867</
    REGEX:SUSPICIOUS_NUM    ">419156</
    REGEX:SUSPICIOUS_NUM    ">176065</
    REGEX:SUSPICIOUS_NUM    ">370376</
    REGEX:SUSPICIOUS_NUM    ">234750</
    REGEX:SUSPICIOUS_NUM    ">118602</
    REGEX:SUSPICIOUS_NUM    ">59100048</
    REGEX:SUSPICIOUS_NUM    ">219781</
    REGEX:SUSPICIOUS_NUM    ">79633097</
    REGEX:SUSPICIOUS_NUM    ">242187</
    REGEX:SUSPICIOUS_NUM    ">57857</
    REGEX:SUSPICIOUS_NUM    ">607079</
    REGEX:SUSPICIOUS_NUM    ">921814879</
    REGEX:SUSPICIOUS_NUM    ">746160</
    REGEX:SUSPICIOUS_NUM    ">812890</
    REGEX:SUSPICIOUS_NUM    ">996091</
    REGEX:SUSPICIOUS_NUM    ">129959</
    REGEX:SUSPICIOUS_NUM    ">226051</
    REGEX:SUSPICIOUS_NUM    ">911942046</
    REGEX:SUSPICIOUS_NUM    ">952027</
    REGEX:SUSPICIOUS_NUM    ">73662633</
    REGEX:SUSPICIOUS_NUM    ">164980</
    REGEX:SUSPICIOUS_NUM    ">236384</
    REGEX:SUSPICIOUS_NUM    ">27897</
    REGEX:SUSPICIOUS_NUM    ">95601/
    REGEX:SUSPICIOUS_NUM    ">602566</
    REGEX:SUSPICIOUS_NUM    ">418074</
    REGEX:SUSPICIOUS_NUM    ">908556207</
    REGEX:SUSPICIOUS_NUM    ">329869</
    REGEX:SUSPICIOUS_NUM    ">974381789</
    REGEX:SUSPICIOUS_NUM    ">390115</
    REGEX:SUSPICIOUS_NUM    ">84525163</
    REGEX:SUSPICIOUS_NUM    ">435128</
    REGEX:SUSPICIOUS_NUM    ">099712</
    REGEX:SUSPICIOUS_NUM    ">89648727</
    REGEX:SUSPICIOUS_NUM    ">909677552</
    REGEX:SUSPICIOUS_NUM    ">86965002</
    REGEX:SUSPICIOUS_NUM    ">07676</
    REGEX:SUSPICIOUS_NUM    ">448922</
    REGEX:SUSPICIOUS_NUM    ">649008161</
    REGEX:SUSPICIOUS_NUM    ">07519742</
    REGEX:SUSPICIOUS_NUM    ">728467</
    REGEX:SUSPICIOUS_NUM    ">66232708</
    REGEX:SUSPICIOUS_NUM    ">800550</
    REGEX:SUSPICIOUS_NUM    ">849659</
    REGEX:SUSPICIOUS_NUM    ">813598</
    REGEX:SUSPICIOUS_NUM    ">97371/
    REGEX:SUSPICIOUS_NUM    ">38167897</
    REGEX:SUSPICIOUS_NUM    ">488517</
    REGEX:SUSPICIOUS_NUM    ">08673735</
    REGEX:SUSPICIOUS_NUM    ">837898389</
    REGEX:SUSPICIOUS_NUM    ">394521</
    REGEX:SUSPICIOUS_NUM    ">32395/
    REGEX:SUSPICIOUS_NUM    ">265407</
    REGEX:SUSPICIOUS_NUM    ">77619</
    REGEX:SUSPICIOUS_NUM    ">287810</
    REGEX:SUSPICIOUS_NUM    ">901751538</
    REGEX:SUSPICIOUS_NUM    ">71624078</
    REGEX:SUSPICIOUS_NUM    ">64704/
    REGEX:SUSPICIOUS_NUM    ">704384</
    REGEX:SUSPICIOUS_NUM    ">50474925</
    REGEX:SUSPICIOUS_NUM    ">713307</
    REGEX:SUSPICIOUS_NUM    ">26248578</
    REGEX:SUSPICIOUS_NUM    ">130467</
    REGEX:SUSPICIOUS_NUM    ">81247987</
    REGEX:SUSPICIOUS_NUM    ">625670</
    REGEX:SUSPICIOUS_NUM    ">73434966</
    REGEX:SUSPICIOUS_NUM    ">882750483</
    REGEX:SUSPICIOUS_NUM    ">81536/
    REGEX:SUSPICIOUS_NUM    ">462491</
    REGEX:SUSPICIOUS_NUM    ">991193550</
    REGEX:SUSPICIOUS_NUM    ">16900/
    REGEX:SUSPICIOUS_NUM    ">39243271</
    REGEX:SUSPICIOUS_NUM    ">492022</
    REGEX:SUSPICIOUS_NUM    ">954181</
    REGEX:SUSPICIOUS_NUM    ">963818</
    REGEX:SUSPICIOUS_NUM    ">09470/
    REGEX:SUSPICIOUS_NUM    ">718483</
    REGEX:SUSPICIOUS_NUM    ">139846</
    REGEX:SUSPICIOUS_NUM    ">82331</
    REGEX:SUSPICIOUS_NUM    ">408058</
    REGEX:SUSPICIOUS_NUM    ">894281954</
    REGEX:SUSPICIOUS_NUM    ">385056</
    REGEX:SUSPICIOUS_NUM    ">84164942</
    REGEX:SUSPICIOUS_NUM    ">960919</
    REGEX:SUSPICIOUS_NUM    ">29532565</
    REGEX:SUSPICIOUS_NUM    ">494938</
    REGEX:SUSPICIOUS_NUM    ">857888116</
    REGEX:SUSPICIOUS_NUM    ">36320247</
    REGEX:SUSPICIOUS_NUM    ">22849/
    REGEX:SUSPICIOUS_NUM    ">818603</
    REGEX:SUSPICIOUS_NUM    ">67705359</
    REGEX:SUSPICIOUS_NUM    ">428222</
    REGEX:SUSPICIOUS_NUM    ">807782</
    REGEX:SUSPICIOUS_NUM    ">198283</
    REGEX:SUSPICIOUS_NUM    ">510666</
    REGEX:SUSPICIOUS_NUM    ">80437051</
    REGEX:SUSPICIOUS_NUM    ">61664</
    REGEX:SUSPICIOUS_NUM    ">619530</
    REGEX:SUSPICIOUS_NUM    ">588703</
    REGEX:SUSPICIOUS_NUM    ">09250515</
    REGEX:SUSPICIOUS_NUM    ">982011</
    REGEX:SUSPICIOUS_NUM    ">81702/
    REGEX:SUSPICIOUS_NUM    ">901425</
    REGEX:SUSPICIOUS_NUM    /564649</
    REGEX:SUSPICIOUS_NUM    ">42669672</
    REGEX:SUSPICIOUS_NUM    ">421501</
    REGEX:SUSPICIOUS_NUM    ">93618376</
    REGEX:SUSPICIOUS_NUM    ">016906</
    REGEX:SUSPICIOUS_NUM    ">738587</
    REGEX:SUSPICIOUS_NUM    ">79284819</
    REGEX:SUSPICIOUS_NUM    ">794008</
    REGEX:SUSPICIOUS_NUM    ">83199/
    REGEX:SUSPICIOUS_NUM    ">335870</
    REGEX:SUSPICIOUS_NUM    ">543180</
    REGEX:SUSPICIOUS_NUM    ">260740</
    REGEX:SUSPICIOUS_NUM    ">42516916</
    REGEX:SUSPICIOUS_NUM    ">07635398</
    REGEX:SUSPICIOUS_NUM    ">11893/
    REGEX:SUSPICIOUS_NUM    ">464389</
    REGEX:SUSPICIOUS_NUM    ">651486</
    REGEX:SUSPICIOUS_NUM    ">79401/
    REGEX:SUSPICIOUS_NUM    ">366324</
    REGEX:SUSPICIOUS_NUM    ">536432</
    REGEX:SUSPICIOUS_NUM    ">279659</
    REGEX:SUSPICIOUS_NUM2    ">27-518</
    REGEX:SUSPICIOUS_NUM2    80-120
    REGEX:SUSPICIOUS_NUM2    70-140
    REGEX:SUSPICIOUS_NUM2    50-200
    REGEX:YEAR_CENTURY    >/1997
    REGEX:YEAR_CENTURY    >/1997
    REGEX:YEAR_CENTURY    >/2002
    REGEX:YEAR_CENTURY    >/2002
    REGEX:YEAR_CENTURY    >/1998
    REGEX:YEAR_CENTURY    >/1998
    REGEX:YEAR_CENTURY    >/2001
    REGEX:YEAR_CENTURY    >/2001
    REGEX:YEAR_CENTURY    >/2001
    REGEX:YEAR_CENTURY    >/1998
    REGEX:YEAR_CENTURY    1998
    REGEX:YEAR_CENTURY    1998
    REGEX:YEAR_CENTURY    >/2001
    REGEX:YEAR_CENTURY    >/2001
    REGEX:YEAR_CENTURY    >/2001
    REGEX:YEAR_CENTURY    >/2001
    REGEX:YEAR_CENTURY    >/2002
    REGEX:YEAR_CENTURY    >/2001
